City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
299,Kapit,MY,2.0167,112.9333,72.28,99,97,0.94,overcast clouds
300,Faya,SA,18.3851,42.4509,52.32,65,57,3.33,broken clouds
301,Oga,IT,46.4631,10.347,23.68,95,99,5.73,overcast clouds
302,Valparaiso,CL,-33.0393,-71.6273,68.23,88,0,8.05,clear sky
303,Mayumba,GA,-3.432,10.6554,77.05,87,100,5.14,light rain
304,Xiaoweizhai,CN,26.1903,107.5125,39.92,46,92,2.95,overcast clouds
305,Portland,US,45.5234,-122.6762,45.52,93,100,8.05,overcast clouds
306,Belaya Gora,RU,68.5333,146.4167,-27.47,100,99,2.48,overcast clouds
307,Pangai,TO,-19.8,-174.35,82.51,78,75,6.91,broken clouds
308,Nacogdoches,US,31.6002,-94.6335,64.04,90,100,0.0,overcast clouds
309,San Policarpo,PH,12.1791,125.5072,79.14,85,100,11.68,overcast clouds
310,Yeppoon,AU,-23.1333,150.7333,78.58,76,62,14.07,broken clouds
311,Kathmandu,NP,27.7167,85.3167,39.42,93,20,0.0,mist
312,Christchurch,NZ,-43.5333,172.6333,73.42,63,20,20.71,few clouds
313,Hereford,GB,52.0568,-2.7148,35.01,90,30,5.75,scattered clouds
314,Laguna,US,38.421,-121.4238,55.11,67,0,12.66,clear sky
315,Pontianak,ID,-0.0333,109.3333,73.38,100,75,3.44,broken clouds
316,Udachnyy,RU,66.4167,112.4,-56.29,100,78,1.88,broken clouds
317,Santa Cruz Del Sur,CU,20.7147,-77.9956,75.7,53,0,5.88,clear sky
318,Grand Gaube,MU,-20.0064,57.6608,78.39,87,100,7.0,light rain
319,Seddon,AU,-37.8068,144.8916,64.38,47,75,19.57,broken clouds
320,Chirongui,YT,-12.9319,45.1483,82.33,69,100,7.09,overcast clouds
321,Norman Wells,CA,65.282,-126.8329,-3.96,84,75,0.0,broken clouds
322,High Level,CA,58.5169,-117.136,19.51,100,75,4.61,broken clouds
323,Houma,US,29.5958,-90.7195,73.99,88,40,14.97,scattered clouds
324,Jati,PK,24.3539,68.2671,60.21,19,94,11.45,overcast clouds
325,Klaksvik,FO,62.2266,-6.589,38.32,69,95,20.24,overcast clouds
326,Richards Bay,ZA,-28.783,32.0377,78.04,76,36,13.85,scattered clouds
327,Gusau,NG,12.1628,6.6614,69.76,23,3,8.7,clear sky
328,Sovetskiy,RU,61.3614,63.5842,4.84,98,42,2.98,scattered clouds
329,Visby,SE,57.6409,18.296,31.05,100,100,2.3,overcast clouds
330,Punto Fijo,VE,11.6956,-70.1996,78.46,78,6,24.18,clear sky
331,Smoky Lake,CA,54.1169,-112.4686,16.52,100,93,1.14,overcast clouds
332,Tiksi,RU,71.6872,128.8694,-28.66,100,98,0.58,overcast clouds
333,Nkoteng,CM,4.5167,12.0333,71.89,35,100,1.1,overcast clouds
334,Luderitz,NA,-26.6481,15.1594,66.24,85,9,10.94,clear sky
335,Seinajoki,FI,62.7945,22.8282,33.24,90,100,6.91,overcast clouds
336,Esperance,AU,-33.8667,121.9,61.45,68,100,13.04,overcast clouds
337,Amahai,ID,-3.3333,128.9167,80.1,79,88,4.79,overcast clouds
338,Flin Flon,CA,54.7682,-101.865,10.24,79,20,5.75,few clouds
