City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
233,Ondjiva,AO,2023-01-12 22:35:44,-17.0667,15.7333,73.15,61,99,5.61
234,Ponta Do Sol,PT,2023-01-12 22:35:44,32.6667,-17.1,61.43,75,9,6.98
235,Desaguadero,PE,2023-01-12 22:35:44,-16.5656,-69.0417,54.05,52,40,7.76
236,Saldanha,ZA,2023-01-12 22:35:45,-33.0117,17.9442,64.45,91,0,3.85
237,Lianyuan,CN,2023-01-12 22:35:46,27.6883,111.6642,61.07,96,61,1.12
238,Kodiak,US,2023-01-12 22:35:46,57.79,-152.4072,35.11,93,75,9.22
239,Shihezi,CN,2023-01-12 22:35:47,44.3,86.0333,-9.06,83,3,5.77
240,Kisangani,CD,2023-01-12 22:35:47,0.5167,25.2,72.77,73,97,2.51
241,Wamba,NG,2023-01-12 22:35:48,8.9333,8.6,70.79,24,18,4.65
242,Sitia,GR,2023-01-12 22:35:48,35.2,26.0986,53.98,70,58,6.4
243,Ergani,TR,2023-01-12 22:35:49,38.2653,39.7621,34.84,39,100,2.77
244,Ponta Delgada,PT,2023-01-12 22:35:49,37.7333,-25.6667,61.52,100,75,8.05
245,Kavieng,PG,2023-01-12 22:35:50,-2.5744,150.7967,83.35,70,72,6.33
246,Coffs Harbour,AU,2023-01-12 22:35:50,-30.3,153.1333,75.16,69,40,3.44
247,Elizabeth City,US,2023-01-12 22:35:51,36.2946,-76.2511,68.02,66,40,8.05
248,Puerto Ayacucho,VE,2023-01-12 22:35:51,5.6639,-67.6236,77.94,84,95,2.77
249,Kaohsiung,TW,2023-01-12 22:35:52,22.6163,120.3133,69.04,88,75,1.14
250,Kijang,KR,2023-01-12 22:35:52,35.2442,129.2139,60.53,96,100,20.85
251,Novosokolniki,RU,2023-01-12 22:35:53,56.3463,30.1578,29.75,94,100,12.41
252,Talara,PE,2023-01-12 22:35:53,-4.5772,-81.2719,79.56,61,0,19.57
253,Morondava,MG,2023-01-12 22:35:54,-20.2833,44.2833,78.75,82,27,3.91
254,Coahuayana,MX,2023-01-12 22:35:54,18.7333,-103.6833,83.7,48,0,5.32
255,Arraial Do Cabo,BR,2023-01-12 22:35:55,-22.9661,-42.0278,80.56,83,0,9.22
256,Bandarbeyla,SO,2023-01-12 22:35:55,9.4942,50.8122,75.31,71,28,18.07
257,Bambous Virieux,MU,2023-01-12 22:35:56,-20.3428,57.7575,75.22,94,40,0.0
258,Marinette,US,2023-01-12 22:35:57,45.1,-87.6307,36.05,69,100,16.11
259,Cedar City,US,2023-01-12 22:35:57,37.6775,-113.0619,46.4,46,0,5.75
260,Klaksvik,FO,2023-01-12 22:35:58,62.2266,-6.589,38.32,80,100,28.1
261,Grindavik,IS,2023-01-12 22:35:59,63.8424,-22.4338,30.15,80,75,8.05
262,Itamaraca,BR,2023-01-12 22:35:59,-7.7478,-34.8256,82.45,76,52,10.56
263,Arrifes,PT,2023-01-12 22:36:00,37.7667,-25.7,59.25,100,75,8.05
264,Kiama,AU,2023-01-12 22:36:00,-34.6833,150.8667,77.58,69,74,5.99
265,Geraldton,AU,2023-01-12 22:36:01,-28.7667,114.6,68.41,83,75,8.05
266,Itaituba,BR,2023-01-12 22:36:01,-4.2761,-55.9836,75.96,93,99,1.99
267,Atar,MR,2023-01-12 22:36:02,20.5169,-13.0499,66.11,12,0,8.79
268,Bosaso,SO,2023-01-12 22:36:03,11.2842,49.1816,74.52,68,29,3.33
269,Tuatapere,NZ,2023-01-12 22:36:03,-46.1333,167.6833,63.14,57,17,4.83
270,Igrim,RU,2023-01-12 22:36:04,63.1906,64.4162,0.79,98,99,3.74
271,Bandipur,NP,2023-01-12 22:36:04,27.9333,84.4167,41.14,48,4,2.93
272,Loukhi,RU,2023-01-12 22:36:05,66.0764,33.0381,31.91,91,100,13.38
273,Fort Nelson,CA,2023-01-12 22:36:05,58.8053,-122.7002,8.94,88,100,4.61
274,Gao,ML,2023-01-12 22:37:06,16.6362,1.637,62.08,16,5,11.92
275,Requena,ES,2023-01-12 22:37:07,39.4883,-1.1004,45.52,56,78,6.71
276,Severobaykalsk,RU,2023-01-12 22:37:07,55.65,109.3167,-18.24,89,79,6.15
277,Talkha,EG,2023-01-12 22:37:08,31.0539,31.3779,48.96,73,10,7.52
278,Vostok,RU,2023-01-12 22:37:09,46.4856,135.8833,21.81,97,100,4.79
279,Morogoro,TZ,2023-01-12 22:37:10,-6.8167,37.6667,69.19,97,70,1.03
280,Basoko,CD,2023-01-12 22:37:11,1.2391,23.616,72.36,73,76,2.68
281,Bol,TD,2023-01-12 22:37:12,13.4586,14.7147,66.94,33,8,17.83
282,Niquero,CU,2023-01-12 22:37:13,20.0431,-77.5828,76.95,71,5,5.68
283,Victoria,HK,2023-01-12 22:34:45,22.2855,114.1577,71.65,93,96,8.99
284,Clyde,US,2023-01-12 22:34:07,41.3042,-82.9752,38.17,94,100,17.74
285,Tacna,PE,2023-01-12 22:37:16,-18.0056,-70.2483,70.0,56,0,11.5
286,Makokou,GA,2023-01-12 22:37:17,0.5738,12.8642,69.42,94,100,2.1
287,Carlyle,US,2023-01-12 22:37:18,38.6103,-89.3726,40.21,85,100,8.01
288,Dunedin,NZ,2023-01-12 22:32:38,-45.8742,170.5036,60.98,65,16,5.23
289,Hasaki,JP,2023-01-12 22:37:21,35.7333,140.8333,30.6,61,0,3.0
290,Hamilton,US,2023-01-12 22:36:29,39.1834,-84.5333,45.99,92,100,16.11
291,Hambantota,LK,2023-01-12 22:37:24,6.1241,81.1185,69.93,84,54,9.4
292,Evensk,RU,2023-01-12 22:37:25,61.95,159.2333,5.05,84,100,5.12
293,Nome,US,2023-01-12 22:37:26,64.5011,-165.4064,8.67,92,100,8.05
